# wavelength flux error
3.86822e+03 5.18460e-17 7.30967e-19
3.87222e+03 4.31808e-17 6.76801e-19
3.87622e+03 5.49262e-17 6.43850e-19
3.88022e+03 4.95845e-17 6.22158e-19
3.88422e+03 4.98484e-17 5.89623e-19
3.88822e+03 5.09312e-17 5.67705e-19
3.89222e+03 5.08955e-17 5.75517e-19
3.89622e+03 4.94695e-17 5.39824e-19
3.90022e+03 5.16194e-17 5.72481e-19
3.90422e+03 4.79243e-17 5.47090e-19
3.90822e+03 5.13411e-17 6.25308e-19
3.91223e+03 4.92268e-17 6.34212e-19
3.91623e+03 5.16486e-17 5.61980e-19
3.92023e+03 4.55476e-17 5.63199e-19
3.92423e+03 5.05999e-17 5.47701e-19
3.92823e+03 4.92286e-17 4.78548e-19
3.93223e+03 5.03533e-17 4.96123e-19
3.93623e+03 4.69334e-17 4.81929e-19
3.94023e+03 4.89781e-17 5.50381e-19
3.94423e+03 4.56789e-17 5.75058e-19
3.94823e+03 5.11317e-17 5.78767e-19
3.95223e+03 4.84561e-17 5.63571e-19
3.95623e+03 5.21272e-17 5.30558e-19
3.96023e+03 4.86436e-17 5.25028e-19
3.96423e+03 5.07703e-17 5.23285e-19
3.96824e+03 4.65642e-17 5.09661e-19
3.97224e+03 4.65353e-17 5.09983e-19
3.97624e+03 4.97355e-17 6.06159e-19
3.98024e+03 4.56365e-17 5.87451e-19
3.98424e+03 5.00068e-17 5.85425e-19
3.98824e+03 4.71860e-17 5.76365e-19
3.99224e+03 5.33322e-17 6.05261e-19
3.99624e+03 2.93546e-17 5.65504e-19
4.00024e+03 4.91278e-17 6.07208e-19
4.00424e+03 3.29195e-17 5.82461e-19
4.00824e+03 4.41854e-17 6.28936e-19
4.01224e+03 4.44193e-17 6.43491e-19
4.01624e+03 4.99368e-17 6.24478e-19
4.02025e+03 4.52171e-17 6.18271e-19
4.02425e+03 4.80841e-17 6.23515e-19
4.02825e+03 4.55234e-17 6.21986e-19
4.03225e+03 4.54096e-17 6.39091e-19
4.03625e+03 4.74331e-17 6.23262e-19
4.04025e+03 4.14525e-17 6.37522e-19
4.04425e+03 4.61549e-17 6.12924e-19
4.04825e+03 4.19094e-17 6.31912e-19
4.05225e+03 4.45120e-17 5.78412e-19
4.05625e+03 3.92668e-17 6.03503e-19
4.06025e+03 4.55715e-17 5.39670e-19
4.06425e+03 4.64675e-17 6.62316e-19
4.06825e+03 4.21839e-17 6.14281e-19
4.07225e+03 4.15773e-17 5.94605e-19
4.07626e+03 4.68567e-17 5.61903e-19
4.08026e+03 4.72633e-17 5.24305e-19
4.08426e+03 4.19813e-17 5.37053e-19
4.08826e+03 4.61256e-17 5.48430e-19
4.09226e+03 4.70919e-17 5.27017e-19
4.09626e+03 4.40855e-17 4.77894e-19
4.10026e+03 4.26709e-17 4.70027e-19
4.10426e+03 4.38479e-17 4.56831e-19
4.10826e+03 4.33051e-17 4.88074e-19
4.11226e+03 4.62220e-17 4.37592e-19
4.11626e+03 4.57655e-17 4.57515e-19
4.12026e+03 4.35684e-17 4.37781e-19
4.12426e+03 4.03777e-17 4.68142e-19
4.12827e+03 4.01140e-17 4.24258e-19
4.13227e+03 4.64643e-17 4.26989e-19
4.13627e+03 4.43398e-17 4.31632e-19
4.14027e+03 4.46371e-17 4.34784e-19
4.14427e+03 4.43839e-17 4.15402e-19
4.14827e+03 3.79844e-17 4.28245e-19
4.15227e+03 4.11324e-17 4.12757e-19
4.15627e+03 4.40196e-17 4.42924e-19
4.16027e+03 4.49497e-17 4.57208e-19
4.16427e+03 4.35988e-17 4.53300e-19
4.16827e+03 4.54576e-17 4.78431e-19
4.17227e+03 4.09020e-17 4.55707e-19
4.17627e+03 4.21529e-17 4.26703e-19
4.18027e+03 4.23250e-17 4.43472e-19
4.18428e+03 4.28315e-17 4.47693e-19
4.18828e+03 4.22536e-17 4.29092e-19
4.19228e+03 3.86172e-17 4.59853e-19
4.19628e+03 4.01592e-17 4.44019e-19
4.20028e+03 4.33707e-17 4.47980e-19
4.20428e+03 4.26585e-17 4.30839e-19
4.20828e+03 4.12536e-17 4.64859e-19
4.21228e+03 4.52658e-17 4.31193e-19
4.21628e+03 4.00347e-17 4.71658e-19
4.22028e+03 3.89098e-17 4.57175e-19
4.22428e+03 4.16388e-17 5.05852e-19
4.22828e+03 3.79225e-17 4.60385e-19
4.23228e+03 3.93540e-17 4.76581e-19
4.23629e+03 4.19918e-17 4.66338e-19
4.24029e+03 4.17333e-17 4.77673e-19
4.24429e+03 4.31151e-17 4.77800e-19
4.24829e+03 4.00888e-17 4.91444e-19
4.25229e+03 3.55461e-17 5.26034e-19
4.25629e+03 4.01186e-17 4.98637e-19
4.26029e+03 3.93765e-17 4.86746e-19
4.26429e+03 4.22999e-17 4.74439e-19
4.26829e+03 4.13811e-17 5.05128e-19
4.27229e+03 3.96329e-17 4.86292e-19
4.27629e+03 3.60408e-17 4.88093e-19
4.28029e+03 4.14883e-17 4.80138e-19
4.28429e+03 4.24663e-17 4.81098e-19
4.28830e+03 4.18608e-17 4.85526e-19
4.29230e+03 4.05030e-17 5.05905e-19
4.29630e+03 4.41645e-17 4.85876e-19
4.30030e+03 4.28277e-17 4.61249e-19
4.30430e+03 3.74961e-17 4.36253e-19
4.30830e+03 3.90042e-17 4.42676e-19
4.31230e+03 3.93464e-17 4.26106e-19
4.31630e+03 4.06679e-17 4.49626e-19
4.32030e+03 3.83793e-17 4.05326e-19
4.32430e+03 3.91527e-17 3.90146e-19
4.32830e+03 3.83909e-17 3.91974e-19
4.33230e+03 3.68133e-17 4.00232e-19
4.33630e+03 3.39774e-17 4.00449e-19
4.34030e+03 3.83018e-17 3.64687e-19
4.34431e+03 4.00036e-17 3.58470e-19
4.34831e+03 3.86501e-17 3.64357e-19
4.35231e+03 3.91081e-17 3.54501e-19
4.35631e+03 3.60913e-17 3.55345e-19
4.36031e+03 3.84775e-17 3.64799e-19
4.36431e+03 4.09339e-17 3.63827e-19
4.36831e+03 4.05888e-17 3.49541e-19
4.37231e+03 3.71406e-17 3.52473e-19
4.37631e+03 3.98323e-17 3.41580e-19
4.38031e+03 4.06227e-17 3.54746e-19
4.38431e+03 4.07345e-17 3.39261e-19
4.38831e+03 3.87969e-17 3.52091e-19
4.39231e+03 3.53641e-17 3.52025e-19
4.39632e+03 3.97442e-17 3.44536e-19
4.40032e+03 3.73094e-17 3.48028e-19
4.40432e+03 4.02162e-17 3.71546e-19
4.40832e+03 3.80412e-17 3.70430e-19
4.41232e+03 3.79600e-17 4.09329e-19
4.41632e+03 3.71632e-17 3.72558e-19
4.42032e+03 3.69396e-17 3.88353e-19
4.42432e+03 3.64373e-17 4.03164e-19
4.42832e+03 3.94487e-17 4.03681e-19
4.43232e+03 3.62590e-17 3.90581e-19
4.43632e+03 3.63494e-17 3.75241e-19
4.44032e+03 3.65694e-17 4.02137e-19
4.44432e+03 3.81742e-17 3.67011e-19
4.44832e+03 3.65786e-17 4.06207e-19
4.45233e+03 3.48647e-17 4.01965e-19
4.45633e+03 3.42173e-17 4.19510e-19
4.46033e+03 3.51364e-17 3.95702e-19
4.46433e+03 3.75994e-17 3.97655e-19
4.46833e+03 3.86125e-17 4.24169e-19
4.47233e+03 3.97933e-17 4.15430e-19
4.47633e+03 3.52788e-17 4.16884e-19
4.48033e+03 3.54862e-17 4.41853e-19
4.48433e+03 3.64196e-17 4.43365e-19
4.48833e+03 3.51460e-17 4.25109e-19
4.49233e+03 3.67993e-17 4.34427e-19
4.49633e+03 3.46029e-17 4.29160e-19
4.50033e+03 3.86466e-17 4.63855e-19
4.50434e+03 3.58738e-17 4.36783e-19
4.50834e+03 3.45291e-17 4.35667e-19
4.51234e+03 3.44732e-17 4.54760e-19
4.51634e+03 3.34081e-17 4.41730e-19
4.52034e+03 3.70332e-17 4.56111e-19
4.52434e+03 3.42416e-17 4.40402e-19
4.52834e+03 3.53096e-17 4.17804e-19
4.53234e+03 3.34496e-17 4.71012e-19
4.53634e+03 3.67224e-17 4.59825e-19
4.54034e+03 2.88909e-17 5.13274e-19
4.54434e+03 3.44159e-17 5.08848e-19
4.54834e+03 3.51710e-17 4.84567e-19
4.55234e+03 3.39750e-17 4.45131e-19
4.55634e+03 3.43093e-17 4.57933e-19
4.56035e+03 3.24316e-17 4.36458e-19
4.56435e+03 3.54108e-17 4.27131e-19
4.56835e+03 3.69398e-17 4.02785e-19
4.57235e+03 3.43477e-17 3.91179e-19
4.57635e+03 3.16416e-17 3.79091e-19
4.58035e+03 3.36777e-17 4.00005e-19
4.58435e+03 3.57899e-17 4.19123e-19
4.58835e+03 3.41792e-17 3.73883e-19
4.59235e+03 3.50225e-17 3.77003e-19
4.59635e+03 3.71743e-17 3.71652e-19
4.60035e+03 3.47878e-17 3.53394e-19
4.60435e+03 3.17169e-17 3.49312e-19
4.60835e+03 3.37714e-17 3.62046e-19
4.61236e+03 3.38870e-17 3.40250e-19
4.61636e+03 3.48537e-17 3.56185e-19
4.62036e+03 3.46002e-17 3.50524e-19
4.62436e+03 3.43722e-17 3.50812e-19
4.62836e+03 3.12237e-17 3.38380e-19
4.63236e+03 3.21912e-17 3.29773e-19
4.63636e+03 3.36985e-17 3.21140e-19
4.64036e+03 3.52862e-17 3.37750e-19
4.64436e+03 3.22218e-17 3.46865e-19
4.64836e+03 3.27294e-17 3.31631e-19
4.65236e+03 3.56170e-17 3.29406e-19
4.65636e+03 3.45523e-17 3.42888e-19
4.66036e+03 3.14391e-17 3.29454e-19
4.66436e+03 3.31610e-17 3.27027e-19
4.66837e+03 3.49234e-17 3.32941e-19
4.67237e+03 3.34472e-17 3.41517e-19
4.67637e+03 3.46268e-17 3.46590e-19
4.68037e+03 3.21386e-17 3.48673e-19
4.68437e+03 3.26020e-17 3.42966e-19
4.68837e+03 3.11452e-17 3.34046e-19
4.69237e+03 3.42891e-17 3.54580e-19
4.69637e+03 3.29538e-17 3.53675e-19
4.70037e+03 3.16868e-17 3.39322e-19
4.70437e+03 3.10613e-17 3.41571e-19
4.70837e+03 3.47671e-17 3.50820e-19
4.71237e+03 3.31835e-17 3.45802e-19
4.71637e+03 3.28210e-17 3.44507e-19
4.72038e+03 3.38308e-17 3.60580e-19
4.72438e+03 3.20649e-17 3.70622e-19
4.72838e+03 2.94611e-17 3.37627e-19
4.73238e+03 2.89223e-17 3.40102e-19
4.73638e+03 3.04180e-17 3.51988e-19
4.74038e+03 3.15376e-17 3.70182e-19
4.74438e+03 3.02494e-17 3.49587e-19
4.74838e+03 2.94404e-17 3.52702e-19
4.75238e+03 3.00067e-17 3.61810e-19
4.75638e+03 3.13530e-17 3.81304e-19
4.76038e+03 3.22455e-17 3.79076e-19
4.76438e+03 3.14786e-17 3.71471e-19
4.76838e+03 3.03256e-17 3.77988e-19
4.77238e+03 3.00807e-17 3.86142e-19
4.77639e+03 3.01964e-17 3.99939e-19
4.78039e+03 2.92381e-17 3.86816e-19
4.78439e+03 2.71863e-17 3.66714e-19
4.78839e+03 3.01530e-17 3.86026e-19
4.79239e+03 2.87923e-17 3.85657e-19
4.79639e+03 3.30897e-17 4.19871e-19
4.80039e+03 2.83607e-17 3.76184e-19
4.80439e+03 2.73659e-17 3.92870e-19
4.80839e+03 2.96682e-17 4.00940e-19
4.81239e+03 2.79936e-17 3.75898e-19
4.81639e+03 2.96393e-17 4.15563e-19
4.82039e+03 3.15941e-17 4.84606e-19
4.82439e+03 2.75268e-17 4.27727e-19
4.82840e+03 2.82713e-17 4.60268e-19
4.83240e+03 3.09788e-17 4.27002e-19
4.83640e+03 3.01238e-17 4.31501e-19
4.84040e+03 3.09725e-17 4.24769e-19
4.84440e+03 3.02429e-17 4.23500e-19
4.84840e+03 2.76141e-17 4.00756e-19
4.85240e+03 3.12948e-17 3.88257e-19
4.85640e+03 2.72491e-17 3.56098e-19
4.86040e+03 2.75437e-17 3.68630e-19
4.86440e+03 2.84253e-17 3.59244e-19
4.86840e+03 2.94381e-17 3.63932e-19
4.87240e+03 3.00765e-17 3.55585e-19
4.87640e+03 3.08810e-17 3.55425e-19
4.88040e+03 2.89822e-17 3.58973e-19
4.88441e+03 3.15976e-17 3.47535e-19
4.88841e+03 2.97994e-17 3.42779e-19
4.89241e+03 2.96872e-17 3.40091e-19
4.89641e+03 2.87590e-17 3.20978e-19
4.90041e+03 3.07366e-17 3.24642e-19
4.90441e+03 3.21292e-17 3.36344e-19
4.90841e+03 3.09569e-17 3.25244e-19
4.91241e+03 2.89063e-17 3.17799e-19
4.91641e+03 2.74813e-17 3.04917e-19
4.92041e+03 2.75515e-17 3.14964e-19
4.92441e+03 2.75138e-17 3.15402e-19
4.92841e+03 2.89721e-17 2.99503e-19
4.93241e+03 2.75178e-17 2.94764e-19
4.93642e+03 2.71553e-17 2.98870e-19
4.94042e+03 2.99809e-17 3.07658e-19
4.94442e+03 3.02994e-17 3.03787e-19
4.94842e+03 3.01314e-17 3.11399e-19
4.95242e+03 2.92687e-17 3.12006e-19
4.95642e+03 2.80333e-17 3.03414e-19
4.96042e+03 2.85106e-17 3.00219e-19
4.96442e+03 2.75826e-17 3.00470e-19
4.96842e+03 2.97409e-17 3.14311e-19
4.97242e+03 2.86922e-17 3.04726e-19
4.97642e+03 2.95151e-17 3.12611e-19
4.98042e+03 2.76842e-17 3.12652e-19
4.98442e+03 2.82225e-17 2.97550e-19
4.98842e+03 2.80814e-17 3.01016e-19
4.99243e+03 2.85720e-17 3.01939e-19
4.99643e+03 2.70475e-17 3.02454e-19
5.00043e+03 2.91783e-17 3.16961e-19
5.00443e+03 2.82907e-17 3.15480e-19
5.00843e+03 2.81312e-17 3.09729e-19
5.01243e+03 2.85214e-17 3.17872e-19
5.01643e+03 2.91645e-17 3.14088e-19
5.02043e+03 2.95629e-17 3.11339e-19
5.02443e+03 2.94245e-17 3.25124e-19
5.02843e+03 2.84725e-17 3.24576e-19
5.03243e+03 2.86424e-17 3.15328e-19
5.03643e+03 2.69732e-17 3.07598e-19
5.04043e+03 2.58813e-17 3.05420e-19
5.04444e+03 2.63694e-17 3.18090e-19
5.04844e+03 2.55989e-17 3.36700e-19
5.05244e+03 2.69889e-17 3.32448e-19
5.05644e+03 2.62508e-17 3.27454e-19
5.06044e+03 2.93801e-17 3.26377e-19
5.06444e+03 2.77861e-17 3.30560e-19
5.06844e+03 2.58710e-17 3.08683e-19
5.07244e+03 2.60474e-17 3.27370e-19
5.07644e+03 2.58228e-17 3.44105e-19
5.08044e+03 2.61965e-17 3.40091e-19
5.08444e+03 2.65021e-17 3.35455e-19
5.08844e+03 2.72735e-17 3.40042e-19
5.09244e+03 2.56305e-17 3.39395e-19
5.09644e+03 2.54942e-17 3.44438e-19
5.10045e+03 2.52098e-17 3.38642e-19
5.10445e+03 2.54848e-17 3.49269e-19
5.10845e+03 2.42006e-17 3.22366e-19
5.11245e+03 2.61376e-17 3.36777e-19
5.11645e+03 2.62995e-17 3.47124e-19
5.12045e+03 2.46173e-17 3.26149e-19
5.12445e+03 2.45302e-17 3.32509e-19
5.12845e+03 2.56195e-17 3.50553e-19
5.13245e+03 2.50493e-17 3.71312e-19
5.13645e+03 2.42437e-17 3.54090e-19
5.14045e+03 2.38673e-17 4.30154e-19
5.14445e+03 2.60343e-17 4.23572e-19
5.14845e+03 2.49979e-17 4.16786e-19
5.15246e+03 2.16835e-17 3.85329e-19
5.15646e+03 2.60132e-17 3.84445e-19
5.16046e+03 2.55499e-17 3.77150e-19
5.16446e+03 2.39447e-17 3.72109e-19
5.16846e+03 2.62625e-17 3.81913e-19
5.17246e+03 2.22594e-17 3.29102e-19
5.17646e+03 2.55487e-17 3.50977e-19
5.18046e+03 2.55386e-17 3.54345e-19
5.18446e+03 2.24072e-17 3.12243e-19
5.18846e+03 2.32670e-17 3.34099e-19
5.19246e+03 2.66425e-17 3.42431e-19
5.19646e+03 2.49456e-17 3.12035e-19
5.20046e+03 2.41102e-17 3.27249e-19
5.20446e+03 2.51923e-17 3.22119e-19
5.20847e+03 2.41558e-17 2.96837e-19
5.21247e+03 2.59425e-17 3.07849e-19
5.21647e+03 2.48278e-17 3.20076e-19
5.22047e+03 2.57652e-17 3.17850e-19
5.22447e+03 2.69195e-17 3.18575e-19
5.22847e+03 2.62513e-17 2.98850e-19
5.23247e+03 2.50847e-17 3.06757e-19
5.23647e+03 2.51061e-17 2.87149e-19
5.24047e+03 2.41782e-17 2.91100e-19
5.24447e+03 2.53467e-17 2.87588e-19
5.24847e+03 2.64452e-17 2.91938e-19
5.25247e+03 2.65895e-17 2.97728e-19
5.25647e+03 2.48124e-17 2.98590e-19
5.26048e+03 2.51459e-17 2.82209e-19
5.26448e+03 2.41585e-17 2.85188e-19
5.26848e+03 2.31880e-17 2.81655e-19
5.27248e+03 2.65084e-17 2.90359e-19
5.27648e+03 2.51025e-17 2.76492e-19
5.28048e+03 2.52046e-17 2.81136e-19
5.28448e+03 2.36964e-17 2.84586e-19
5.28848e+03 2.34845e-17 2.79772e-19
5.29248e+03 2.55100e-17 2.90416e-19
5.29648e+03 2.50900e-17 2.75366e-19
5.30048e+03 2.40680e-17 2.85941e-19
5.30448e+03 2.42484e-17 2.90789e-19
5.30848e+03 2.37963e-17 2.83772e-19
5.31248e+03 2.63039e-17 3.01440e-19
5.31649e+03 2.38250e-17 2.85055e-19
5.32049e+03 2.25364e-17 2.81327e-19
5.32449e+03 2.45309e-17 2.79137e-19
5.32849e+03 2.38160e-17 2.70682e-19
5.33249e+03 2.46606e-17 2.79806e-19
5.33649e+03 2.28288e-17 2.87452e-19
5.34049e+03 2.26934e-17 2.72930e-19
5.34449e+03 2.49376e-17 2.97929e-19
5.34849e+03 2.33539e-17 2.78636e-19
5.35249e+03 2.46299e-17 2.92984e-19
5.35649e+03 2.53343e-17 3.05395e-19
5.36049e+03 2.36506e-17 2.86015e-19
5.36449e+03 2.53169e-17 3.02091e-19
5.36850e+03 2.40524e-17 2.85738e-19
5.37250e+03 2.60621e-17 2.95787e-19
5.37650e+03 2.39374e-17 2.83366e-19
5.38050e+03 2.33165e-17 2.91784e-19
5.38450e+03 2.52831e-17 2.98204e-19
5.38850e+03 2.36869e-17 3.07210e-19
5.39250e+03 2.36690e-17 2.99795e-19
5.39650e+03 2.51493e-17 3.05159e-19
5.40050e+03 2.49610e-17 3.05052e-19
5.40450e+03 2.40186e-17 2.94318e-19
5.40850e+03 2.26516e-17 3.19275e-19
5.41250e+03 2.30440e-17 3.08496e-19
5.41650e+03 2.34638e-17 3.19195e-19
5.42050e+03 2.50110e-17 3.24346e-19
5.42451e+03 2.25715e-17 3.22511e-19
5.42851e+03 2.42804e-17 3.17506e-19
5.43251e+03 2.30709e-17 3.26144e-19
5.43651e+03 2.31130e-17 3.40915e-19
5.44051e+03 2.35128e-17 3.35037e-19
5.44451e+03 2.14183e-17 3.35320e-19
5.44851e+03 2.37120e-17 3.25054e-19
5.45251e+03 2.21676e-17 3.31604e-19
5.45651e+03 2.50742e-17 3.46429e-19
5.46051e+03 1.72944e-17 3.35629e-19
5.46451e+03 2.07775e-17 3.38058e-19
5.46851e+03 2.12598e-17 3.35780e-19
5.47251e+03 2.18714e-17 3.47509e-19
5.47652e+03 1.90084e-17 3.55083e-19
5.48052e+03 2.32445e-17 3.84195e-19
5.48452e+03 2.17732e-17 3.82858e-19
5.48852e+03 2.09353e-17 3.78858e-19
5.49252e+03 2.33096e-17 3.94162e-19
5.49652e+03 2.21011e-17 4.04774e-19
5.50052e+03 2.37728e-17 4.01309e-19
5.50452e+03 2.35582e-17 4.72135e-19
5.50852e+03 2.03847e-17 5.14119e-19
5.51252e+03 1.90794e-17 4.66994e-19
5.51652e+03 2.36558e-17 4.97385e-19
5.52052e+03 2.20388e-17 4.74847e-19
5.52452e+03 2.29032e-17 4.73540e-19
