# wavelength flux error
3.31862e+03 1.95153e-17 1.24581e-17
3.31962e+03 -2.99199e-17 1.13749e-17
3.32062e+03 3.00586e-17 1.12865e-17
3.32162e+03 5.10204e-17 1.09694e-17
3.32262e+03 6.62196e-17 1.02129e-17
3.32362e+03 3.43022e-17 1.07020e-17
3.32462e+03 5.95229e-17 9.97000e-18
3.32562e+03 6.42743e-17 1.02996e-17
3.32662e+03 2.18978e-17 9.91923e-18
3.32762e+03 3.73711e-17 1.07524e-17
3.32862e+03 1.03901e-16 1.08057e-17
3.32962e+03 7.66154e-17 1.13114e-17
3.33062e+03 5.31459e-17 1.15782e-17
3.33162e+03 3.77335e-17 9.72977e-18
3.33262e+03 4.26370e-17 9.52539e-18
3.33362e+03 5.00596e-17 9.82681e-18
3.33462e+03 7.09156e-17 9.45605e-18
3.33562e+03 3.81584e-17 8.78620e-18
3.33662e+03 2.19946e-17 1.10088e-17
3.33762e+03 4.69225e-17 9.16498e-18
3.33862e+03 7.39032e-17 8.97466e-18
3.33962e+03 4.35796e-17 9.29953e-18
3.34062e+03 5.84881e-17 8.21271e-18
3.34162e+03 5.81287e-17 8.41360e-18
3.34262e+03 9.02816e-17 8.66010e-18
3.34362e+03 5.34580e-17 7.47360e-18
3.34462e+03 7.09310e-17 9.24414e-18
3.34562e+03 8.33075e-17 7.86504e-18
3.34662e+03 2.05833e-18 7.22789e-18
3.34762e+03 3.66617e-17 8.25529e-18
3.34862e+03 5.86892e-17 7.39926e-18
3.34962e+03 4.24932e-17 7.29738e-18
3.35062e+03 8.72772e-17 7.36848e-18
3.35162e+03 3.22720e-17 7.95377e-18
3.35262e+03 4.05640e-17 7.10041e-18
3.35362e+03 2.99599e-17 6.72136e-18
3.35462e+03 9.26903e-17 6.95602e-18
3.35562e+03 6.89367e-17 7.09702e-18
3.35662e+03 6.46548e-17 6.52520e-18
3.35762e+03 1.11626e-16 6.30179e-18
3.35862e+03 8.32350e-17 6.80964e-18
3.35962e+03 3.70923e-17 7.32261e-18
3.36062e+03 5.33039e-17 6.67287e-18
3.36162e+03 6.08798e-17 6.81453e-18
3.36262e+03 7.42641e-17 6.47499e-18
3.36362e+03 6.43008e-17 6.52151e-18
3.36462e+03 6.59417e-17 6.84934e-18
3.36562e+03 4.07062e-17 6.70429e-18
3.36662e+03 4.13519e-17 6.05309e-18
3.36762e+03 9.98180e-17 8.06548e-18
3.36862e+03 8.67523e-17 7.87861e-18
3.36962e+03 4.42294e-17 8.16262e-18
3.37062e+03 3.99095e-17 8.04706e-18
3.37163e+03 9.40463e-17 7.58263e-18
3.37263e+03 6.41409e-17 8.24067e-18
3.37363e+03 4.57902e-17 6.06231e-18
3.37463e+03 8.25260e-17 6.53259e-18
3.37563e+03 6.26715e-17 8.28449e-18
3.37663e+03 6.78607e-17 6.80604e-18
3.37763e+03 5.69566e-17 6.69803e-18
3.37863e+03 5.91589e-17 7.31810e-18
3.37963e+03 5.49988e-17 5.84287e-18
3.38063e+03 3.01849e-17 6.07766e-18
3.38163e+03 2.09186e-17 6.55885e-18
3.38263e+03 8.36048e-17 6.04436e-18
3.38363e+03 5.64120e-17 6.19634e-18
3.38463e+03 4.81394e-17 5.56078e-18
3.38563e+03 5.07449e-17 6.63190e-18
3.38663e+03 7.75833e-17 5.94063e-18
3.38763e+03 8.61862e-17 5.77074e-18
3.38863e+03 3.00287e-17 5.47434e-18
3.38963e+03 2.87037e-17 6.54241e-18
3.39063e+03 4.25981e-17 5.98522e-18
3.39163e+03 6.57676e-17 5.87197e-18
3.39263e+03 8.01328e-17 5.92461e-18
3.39363e+03 3.57382e-17 5.80431e-18
3.39463e+03 5.22769e-17 5.55011e-18
3.39563e+03 5.97656e-17 5.95778e-18
3.39663e+03 4.62260e-17 5.57218e-18
3.39763e+03 7.92494e-17 5.42686e-18
3.39863e+03 6.62209e-17 5.25569e-18
3.39963e+03 6.33573e-17 5.81242e-18
3.40063e+03 8.40533e-17 6.00253e-18
3.40163e+03 3.94417e-17 5.01302e-18
3.40263e+03 6.37314e-17 4.75450e-18
3.40363e+03 7.53828e-17 5.09864e-18
3.40463e+03 6.39611e-17 5.23128e-18
3.40563e+03 7.05173e-17 5.63499e-18
3.40663e+03 2.77948e-17 5.54199e-18
3.40763e+03 1.40299e-17 5.38308e-18
3.40863e+03 9.46545e-17 5.55664e-18
3.40963e+03 5.17821e-17 5.10054e-18
3.41063e+03 6.61645e-17 4.76552e-18
3.41163e+03 8.44570e-17 5.21619e-18
3.41263e+03 8.60684e-17 5.49679e-18
3.41363e+03 9.56953e-17 4.80889e-18
3.41463e+03 9.15606e-17 4.66874e-18
3.41563e+03 6.77808e-17 5.44261e-18
3.41663e+03 4.80840e-17 5.74502e-18
3.41763e+03 9.12120e-17 5.98216e-18
3.41863e+03 5.79564e-17 5.48320e-18
3.41963e+03 4.97462e-17 5.14010e-18
3.42063e+03 5.36268e-17 6.10425e-18
3.42163e+03 6.73359e-17 5.89869e-18
3.42263e+03 5.58106e-17 4.87161e-18
3.42363e+03 9.18830e-17 5.32528e-18
3.42463e+03 5.27111e-17 5.31282e-18
3.42564e+03 5.42975e-17 6.51178e-18
3.42664e+03 7.97010e-17 5.39137e-18
3.42764e+03 6.02993e-17 5.73868e-18
3.42864e+03 5.15354e-17 5.22876e-18
3.42964e+03 1.10597e-16 6.56211e-18
3.43064e+03 7.87050e-17 5.63578e-18
3.43164e+03 4.78279e-17 5.95880e-18
3.43264e+03 1.11161e-16 5.66379e-18
3.43364e+03 8.69073e-17 5.35423e-18
3.43464e+03 5.30264e-17 5.75055e-18
3.43564e+03 6.76173e-17 6.46567e-18
3.43664e+03 6.47438e-17 6.50734e-18
3.43764e+03 8.38284e-17 5.85722e-18
3.43864e+03 8.02705e-17 5.49425e-18
3.43964e+03 6.82539e-17 5.86784e-18
3.44064e+03 8.82372e-17 5.89225e-18
3.44164e+03 6.18418e-17 6.09698e-18
3.44264e+03 8.39983e-17 5.71041e-18
3.44364e+03 6.16860e-17 5.50625e-18
3.44464e+03 3.56760e-17 6.20736e-18
3.44564e+03 4.51678e-17 5.74054e-18
3.44664e+03 8.46333e-17 5.73585e-18
3.44764e+03 3.82528e-17 6.18410e-18
3.44864e+03 7.53618e-17 6.19052e-18
3.44964e+03 6.45411e-17 6.45091e-18
3.45064e+03 8.85214e-17 6.25368e-18
3.45164e+03 9.98410e-17 6.72740e-18
3.45264e+03 7.45763e-17 6.76854e-18
3.45364e+03 7.09934e-17 6.89026e-18
3.45464e+03 6.48424e-17 6.13690e-18
3.45564e+03 1.08306e-16 6.68145e-18
3.45664e+03 6.01944e-17 6.00367e-18
3.45764e+03 7.32273e-17 6.73428e-18
3.45864e+03 4.95293e-17 6.18429e-18
3.45964e+03 9.00737e-17 6.76536e-18
3.46064e+03 6.36005e-17 6.92868e-18
3.46164e+03 6.49994e-17 5.80847e-18
3.46264e+03 8.24850e-17 6.26878e-18
3.46364e+03 8.93221e-17 6.34994e-18
3.46464e+03 3.94575e-17 6.26307e-18
3.46564e+03 7.80636e-17 6.26789e-18
3.46664e+03 7.20587e-17 5.59232e-18
3.46764e+03 4.45579e-17 6.65245e-18
3.46864e+03 5.14478e-17 6.68385e-18
3.46964e+03 7.18261e-17 6.33337e-18
3.47064e+03 4.25253e-17 6.60701e-18
3.47164e+03 7.79891e-17 6.34290e-18
3.47264e+03 6.71345e-17 6.29142e-18
3.47364e+03 8.57275e-17 6.51316e-18
3.47464e+03 4.05113e-17 5.78042e-18
3.47564e+03 3.71957e-17 5.82989e-18
3.47664e+03 8.49134e-17 5.78074e-18
3.47764e+03 9.61911e-17 5.72640e-18
3.47864e+03 7.00061e-17 6.12793e-18
3.47965e+03 6.23576e-17 6.57979e-18
3.48065e+03 4.74215e-17 6.88717e-18
3.48165e+03 1.65044e-17 6.50887e-18
3.48265e+03 6.34723e-17 6.51619e-18
3.48365e+03 9.16367e-17 6.61082e-18
3.48465e+03 8.96215e-17 5.90783e-18
3.48565e+03 7.99476e-17 6.31611e-18
3.48665e+03 5.53957e-17 5.81791e-18
3.48765e+03 6.93784e-17 6.07951e-18
3.48865e+03 6.55187e-17 6.74760e-18
3.48965e+03 9.61566e-17 5.38441e-18
3.49065e+03 5.62654e-17 5.38782e-18
3.49165e+03 7.04440e-17 6.07221e-18
3.49265e+03 5.69694e-17 5.40377e-18
3.49365e+03 5.80890e-17 5.41899e-18
3.49465e+03 7.28882e-17 5.42194e-18
3.49565e+03 7.22680e-17 5.63974e-18
3.49665e+03 8.89258e-17 5.16896e-18
3.49765e+03 6.27704e-17 4.48490e-18
3.49865e+03 7.93064e-17 4.57752e-18
3.49965e+03 4.58793e-17 4.74512e-18
3.50065e+03 7.21552e-17 4.86756e-18
3.50165e+03 5.46992e-17 4.06270e-18
3.50265e+03 7.99802e-17 4.35577e-18
3.50365e+03 3.87155e-17 4.69124e-18
3.50465e+03 5.08945e-17 4.87703e-18
3.50565e+03 7.99308e-17 4.89858e-18
3.50665e+03 8.28148e-17 4.57180e-18
3.50765e+03 6.83185e-17 4.50899e-18
3.50865e+03 7.00249e-17 4.37395e-18
3.50965e+03 4.91920e-17 4.72932e-18
3.51065e+03 6.12426e-17 5.21373e-18
3.51165e+03 6.90490e-17 4.42226e-18
3.51265e+03 5.60678e-17 4.20574e-18
3.51365e+03 1.00697e-16 3.95925e-18
3.51465e+03 6.63368e-17 4.42173e-18
3.51565e+03 9.74266e-17 3.96618e-18
3.51665e+03 9.36591e-17 4.52477e-18
3.51765e+03 8.35825e-17 4.29607e-18
3.51865e+03 8.32751e-17 4.14008e-18
3.51965e+03 7.97004e-17 3.92437e-18
3.52065e+03 6.04520e-17 3.93319e-18
3.52165e+03 1.09633e-16 3.92901e-18
3.52265e+03 6.58226e-17 3.87336e-18
3.52365e+03 7.85099e-17 4.46563e-18
3.52465e+03 8.52644e-17 3.78352e-18
3.52565e+03 6.25110e-17 3.86464e-18
3.52665e+03 6.81791e-17 3.57395e-18
3.52765e+03 6.84996e-17 3.88347e-18
3.52865e+03 8.64114e-17 3.69061e-18
3.52965e+03 6.38305e-17 3.44211e-18
3.53065e+03 7.49182e-17 3.81479e-18
3.53165e+03 6.46469e-17 3.88780e-18
3.53265e+03 8.71095e-17 3.70234e-18
3.53366e+03 6.86043e-17 3.05662e-18
3.53466e+03 8.58894e-17 3.27846e-18
3.53566e+03 6.77293e-17 3.31869e-18
3.53666e+03 7.08790e-17 3.14819e-18
3.53766e+03 8.03351e-17 3.43380e-18
3.53866e+03 4.89510e-17 3.25712e-18
3.53966e+03 3.25603e-17 3.80729e-18
3.54066e+03 7.92883e-17 3.56954e-18
3.54166e+03 8.68267e-17 3.92258e-18
3.54266e+03 6.08130e-17 4.04774e-18
3.54366e+03 6.98958e-17 4.04380e-18
3.54466e+03 5.73142e-17 4.10656e-18
3.54566e+03 6.89671e-17 3.89507e-18
3.54666e+03 6.54866e-17 3.91133e-18
3.54766e+03 7.47448e-17 4.30949e-18
3.54866e+03 8.38501e-17 3.94421e-18
3.54966e+03 7.59401e-17 3.70496e-18
3.55066e+03 5.32282e-17 3.97574e-18
3.55166e+03 6.67482e-17 3.79530e-18
3.55266e+03 5.57409e-17 4.03691e-18
3.55366e+03 7.68778e-17 3.79078e-18
3.55466e+03 7.33161e-17 4.48242e-18
3.55566e+03 5.95374e-17 3.66499e-18
3.55666e+03 7.13248e-17 3.87766e-18
3.55766e+03 7.16508e-17 3.56743e-18
3.55866e+03 7.64731e-17 4.33289e-18
3.55966e+03 7.31799e-17 3.53445e-18
3.56066e+03 8.16439e-17 3.34172e-18
3.56166e+03 4.64286e-17 4.05848e-18
3.56266e+03 8.05023e-17 3.61652e-18
3.56366e+03 8.26301e-17 3.16005e-18
3.56466e+03 5.66582e-17 4.18198e-18
3.56566e+03 7.22687e-17 2.92085e-18
3.56666e+03 8.25572e-17 2.95365e-18
3.56766e+03 7.38185e-17 3.29651e-18
3.56866e+03 4.97403e-17 3.16170e-18
3.56966e+03 7.44511e-17 3.05262e-18
3.57066e+03 5.51128e-17 3.13543e-18
3.57166e+03 5.72086e-17 2.81241e-18
3.57266e+03 6.36476e-17 3.61886e-18
3.57366e+03 9.28691e-17 3.38630e-18
3.57466e+03 7.55867e-17 3.14676e-18
3.57566e+03 5.27673e-17 3.00494e-18
3.57666e+03 7.13871e-17 3.07910e-18
3.57766e+03 7.76292e-17 3.19120e-18
3.57866e+03 5.89714e-17 3.27878e-18
3.57966e+03 5.12368e-17 3.19876e-18
3.58066e+03 7.66663e-17 3.01280e-18
3.58166e+03 6.93649e-17 2.71489e-18
3.58266e+03 6.84430e-17 3.38467e-18
3.58366e+03 7.86355e-17 3.27535e-18
3.58466e+03 6.80202e-17 2.88128e-18
3.58566e+03 6.25841e-17 3.17005e-18
3.58666e+03 7.10243e-17 2.99274e-18
3.58767e+03 5.48955e-17 2.85478e-18
3.58867e+03 7.36493e-17 3.02721e-18
3.58967e+03 4.56439e-17 3.52322e-18
3.59067e+03 7.45747e-17 3.33802e-18
3.59167e+03 7.38896e-17 2.84347e-18
3.59267e+03 6.70777e-17 3.28765e-18
3.59367e+03 7.50043e-17 3.10808e-18
3.59467e+03 7.32410e-17 3.46457e-18
3.59567e+03 6.11573e-17 3.25297e-18
3.59667e+03 5.95261e-17 3.29101e-18
3.59767e+03 5.89746e-17 3.02132e-18
3.59867e+03 9.36207e-17 3.05475e-18
3.59967e+03 6.56909e-17 2.99790e-18
3.60067e+03 7.85392e-17 3.14273e-18
3.60167e+03 7.52249e-17 3.06837e-18
3.60267e+03 9.78503e-17 3.91566e-18
3.60367e+03 7.64452e-17 3.30357e-18
3.60467e+03 6.47071e-17 3.54258e-18
3.60567e+03 4.91670e-17 3.35266e-18
3.60667e+03 6.53127e-17 3.16481e-18
3.60767e+03 6.98371e-17 3.48593e-18
3.60867e+03 7.17714e-17 3.28076e-18
3.60967e+03 6.79906e-17 3.40191e-18
3.61067e+03 8.55303e-17 3.41098e-18
3.61167e+03 7.54393e-17 3.42878e-18
3.61267e+03 7.88638e-17 3.34072e-18
3.61367e+03 8.43475e-17 3.31270e-18
3.61467e+03 7.88428e-17 3.49393e-18
3.61567e+03 6.71725e-17 3.36887e-18
3.61667e+03 6.52801e-17 3.56410e-18
3.61767e+03 8.28426e-17 3.55623e-18
3.61867e+03 9.08832e-17 3.97319e-18
3.61967e+03 6.80786e-17 3.45658e-18
3.62067e+03 5.93681e-17 3.52092e-18
3.62167e+03 6.46736e-17 3.61772e-18
3.62267e+03 7.60451e-17 3.94753e-18
3.62367e+03 8.71624e-17 3.66407e-18
3.62467e+03 8.32484e-17 3.54593e-18
3.62567e+03 6.17844e-17 3.28411e-18
3.62667e+03 3.31716e-17 3.61049e-18
3.62767e+03 5.32243e-17 3.06893e-18
3.62867e+03 7.91138e-17 3.38103e-18
3.62967e+03 7.12928e-17 3.38848e-18
3.63067e+03 5.31480e-17 3.77257e-18
3.63167e+03 6.21754e-17 3.40382e-18
3.63267e+03 6.37992e-17 3.73668e-18
3.63367e+03 4.94611e-17 3.80189e-18
3.63467e+03 5.82496e-17 3.59160e-18
3.63567e+03 6.18878e-17 3.28982e-18
3.63667e+03 6.61940e-17 3.76383e-18
3.63767e+03 6.18892e-17 3.18684e-18
3.63867e+03 5.31286e-17 3.42561e-18
3.63967e+03 5.16241e-17 3.24900e-18
3.64067e+03 6.31839e-17 3.62647e-18
3.64168e+03 4.82767e-17 3.11408e-18
3.64268e+03 5.84863e-17 3.13630e-18
3.64368e+03 4.85533e-17 3.04648e-18
3.64468e+03 5.76206e-17 2.87288e-18
3.64568e+03 4.68216e-17 3.23235e-18
3.64668e+03 5.94490e-17 3.29395e-18
3.64768e+03 6.34593e-17 2.94534e-18
3.64868e+03 5.17050e-17 2.88394e-18
3.64968e+03 7.14540e-17 3.01805e-18
3.65068e+03 5.92165e-17 2.62102e-18
3.65168e+03 4.68951e-17 2.89289e-18
3.65268e+03 6.91985e-17 2.89669e-18
3.65368e+03 5.88032e-17 2.99639e-18
3.65468e+03 6.68688e-17 2.81276e-18
3.65568e+03 5.38111e-17 2.90082e-18
3.65668e+03 5.54285e-17 2.84232e-18
3.65768e+03 6.61521e-17 2.61797e-18
3.65868e+03 5.34556e-17 2.46456e-18
3.65968e+03 5.26944e-17 2.94680e-18
3.66068e+03 5.07536e-17 2.66920e-18
3.66168e+03 5.08750e-17 2.26943e-18
3.66268e+03 6.19943e-17 2.64679e-18
3.66368e+03 7.38278e-17 2.75738e-18
3.66468e+03 4.54130e-17 2.40534e-18
3.66568e+03 5.62683e-17 2.53893e-18
3.66668e+03 7.31261e-17 2.35576e-18
3.66768e+03 4.82081e-17 2.21243e-18
3.66868e+03 4.44301e-17 2.34513e-18
3.66968e+03 4.14955e-17 2.14641e-18
3.67068e+03 7.07946e-17 2.32053e-18
3.67168e+03 5.90702e-17 2.65583e-18
3.67268e+03 6.50283e-17 2.39777e-18
3.67368e+03 6.29785e-17 2.37217e-18
3.67468e+03 6.66725e-17 2.08522e-18
3.67568e+03 6.19387e-17 1.98157e-18
3.67668e+03 5.99943e-17 1.92929e-18
3.67768e+03 4.16973e-17 1.86535e-18
3.67868e+03 5.97839e-17 2.02606e-18
3.67968e+03 4.81294e-17 2.04916e-18
3.68068e+03 4.22963e-17 2.21071e-18
3.68168e+03 5.45582e-17 2.10019e-18
3.68268e+03 5.22718e-17 1.89847e-18
3.68368e+03 6.71978e-17 1.85569e-18
3.68468e+03 4.74904e-17 2.23164e-18
3.68568e+03 4.94162e-17 1.82089e-18
3.68668e+03 6.11925e-17 1.79179e-18
3.68768e+03 3.75108e-17 2.00185e-18
3.68868e+03 5.35216e-17 2.07303e-18
3.68968e+03 4.90971e-17 1.84686e-18
3.69068e+03 5.65106e-17 1.87053e-18
3.69168e+03 5.86994e-17 2.03478e-18
3.69268e+03 5.99147e-17 1.84936e-18
3.69368e+03 5.30168e-17 1.81926e-18
3.69468e+03 5.42832e-17 1.83635e-18
3.69569e+03 5.50421e-17 1.67925e-18
3.69669e+03 4.33968e-17 1.86878e-18
3.69769e+03 5.04549e-17 1.79457e-18
3.69869e+03 5.05417e-17 1.96848e-18
3.69969e+03 5.82307e-17 1.89833e-18
3.70069e+03 5.16334e-17 1.76268e-18
3.70169e+03 4.81213e-17 1.92003e-18
3.70269e+03 4.25735e-17 1.82507e-18
3.70369e+03 4.58977e-17 1.86135e-18
3.70469e+03 4.37383e-17 1.98672e-18
3.70569e+03 3.63511e-17 1.96734e-18
3.70669e+03 5.25371e-17 1.64402e-18
3.70769e+03 6.22136e-17 1.81398e-18
3.70869e+03 6.43243e-17 1.77131e-18
3.70969e+03 5.35902e-17 1.72625e-18
3.71069e+03 5.02427e-17 1.69444e-18
3.71169e+03 5.15138e-17 1.67332e-18
3.71269e+03 4.93816e-17 1.64720e-18
3.71369e+03 6.32328e-17 1.63382e-18
3.71469e+03 5.87728e-17 1.70961e-18
3.71569e+03 5.19933e-17 1.74891e-18
3.71669e+03 5.13063e-17 1.65387e-18
3.71769e+03 5.20440e-17 1.78961e-18
3.71869e+03 4.99961e-17 1.62703e-18
3.71969e+03 6.39648e-17 1.56525e-18
3.72069e+03 5.36256e-17 1.54627e-18
3.72169e+03 5.60290e-17 1.37584e-18
3.72269e+03 6.40136e-17 1.64424e-18
3.72369e+03 4.79633e-17 1.71485e-18
3.72469e+03 5.98687e-17 1.50912e-18
3.72569e+03 5.06761e-17 1.47333e-18
3.72669e+03 5.00420e-17 1.68554e-18
3.72769e+03 5.69764e-17 1.58098e-18
3.72869e+03 6.44161e-17 1.79595e-18
3.72969e+03 5.66398e-17 1.70903e-18
3.73069e+03 5.23633e-17 1.57937e-18
3.73169e+03 5.06836e-17 1.55902e-18
3.73269e+03 4.79165e-17 1.69351e-18
3.73369e+03 5.44095e-17 1.74076e-18
3.73469e+03 4.39317e-17 1.80267e-18
3.73569e+03 5.34529e-17 1.64751e-18
3.73669e+03 5.05504e-17 1.62295e-18
3.73769e+03 5.13626e-17 1.52336e-18
3.73869e+03 5.72469e-17 1.83849e-18
3.73969e+03 5.79300e-17 1.91303e-18
3.74069e+03 4.91764e-17 1.70958e-18
3.74169e+03 4.84295e-17 1.73994e-18
3.74269e+03 4.51799e-17 1.69672e-18
3.74369e+03 4.87508e-17 1.88895e-18
3.74469e+03 4.90268e-17 1.72827e-18
3.74569e+03 5.82447e-17 1.48816e-18
3.74669e+03 4.17075e-17 1.65324e-18
3.74769e+03 5.06471e-17 1.70343e-18
3.74869e+03 5.22755e-17 1.58502e-18
3.74970e+03 5.42825e-17 1.45222e-18
3.75070e+03 5.73198e-17 1.78011e-18
3.75170e+03 5.18699e-17 1.68239e-18
3.75270e+03 5.22236e-17 1.50172e-18
3.75370e+03 4.58546e-17 1.50420e-18
3.75470e+03 5.00615e-17 1.71468e-18
3.75570e+03 5.91324e-17 1.86719e-18
3.75670e+03 4.56104e-17 1.99507e-18
3.75770e+03 5.51519e-17 3.11975e-18
3.75870e+03 5.17906e-17 1.80383e-18
3.75970e+03 5.27273e-17 1.58486e-18
3.76070e+03 5.70248e-17 1.74302e-18
3.76170e+03 6.00993e-17 1.48687e-18
3.76270e+03 5.31353e-17 1.50262e-18
3.76370e+03 4.70344e-17 1.49204e-18
3.76470e+03 5.94057e-17 1.44158e-18
3.76570e+03 6.15482e-17 1.61484e-18
3.76670e+03 4.83605e-17 1.61035e-18
3.76770e+03 5.46496e-17 1.53752e-18
3.76870e+03 5.64379e-17 1.55050e-18
3.76970e+03 5.64166e-17 1.38711e-18
3.77070e+03 4.77859e-17 1.54847e-18
3.77170e+03 5.53590e-17 1.52768e-18
3.77270e+03 6.46912e-17 1.90215e-18
3.77370e+03 5.31610e-17 1.80507e-18
3.77470e+03 5.08169e-17 1.68154e-18
3.77570e+03 4.34790e-17 1.72134e-18
3.77670e+03 5.58202e-17 1.60042e-18
3.77770e+03 5.56738e-17 1.56680e-18
3.77870e+03 4.96708e-17 1.65341e-18
3.77970e+03 5.02699e-17 1.65732e-18
3.78070e+03 4.44275e-17 1.66150e-18
