1010 0.717313
1010.05 0.946189
1010.1 0.976141
1010.15 0.977785
1010.2 0.976407
1010.25 0.974371
1010.3 0.975531
1010.35 0.977481
1010.4 0.978158
1010.45 0.97818
1010.5 0.977984
1010.55 0.977877
1010.6 0.978068
1010.65 0.97825
1010.7 0.97829
1010.75 0.978166
1010.8 0.977441
1010.85 0.976601
1010.9 0.977279
1010.95 0.978001
1011 0.978126
1011.05 0.978227
1011.1 0.978308
1011.15 0.978289
1011.2 0.978072
1011.25 0.977829
1011.3 0.978058
1011.35 0.978271
1011.4 0.978209
1011.45 0.977971
1011.5 0.977906
1011.55 0.978161
1011.6 0.978324
1011.65 0.978336
1011.7 0.978185
1011.75 0.977279
1011.8 0.976212
1011.85 0.97701
1011.9 0.977667
1011.95 0.977654
1012 0.977986
1012.05 0.977988
1012.1 0.976341
1012.15 0.973217
1012.2 0.973052
1012.25 0.976192
1012.3 0.978018
1012.35 0.978327
1012.4 0.97837
1012.45 0.978385
1012.5 0.978392
1012.55 0.978396
1012.6 0.978393
1012.65 0.978349
1012.7 0.978108
1012.75 0.977845
1012.8 0.978085
1012.85 0.978319
1012.9 0.978385
1012.95 0.978406
1013 0.978408
1013.05 0.978392
1013.1 0.978225
1013.15 0.977239
1013.2 0.975959
1013.25 0.976722
1013.3 0.977938
1013.35 0.978354
1013.4 0.978419
1013.45 0.978431
1013.5 0.978437
1013.55 0.978441
1013.6 0.978444
1013.65 0.978447
1013.7 0.978449
1013.75 0.978451
1013.8 0.978453
1013.85 0.978455
1013.9 0.978457
1013.95 0.978459
1014 0.978461
1014.05 0.978462
1014.1 0.978462
1014.15 0.978459
1014.2 0.978444
1014.25 0.978331
1014.3 0.977699
1014.35 0.976418
1014.4 0.975991
1014.45 0.976725
1014.5 0.977093
1014.55 0.977838
1014.6 0.978335
1014.65 0.978271
1014.7 0.977556
1014.75 0.976233
1014.8 0.976055
1014.85 0.977469
1014.9 0.978335
1014.95 0.978477
1015 0.978494
1015.05 0.9785
1015.1 0.978504
1015.15 0.978506
1015.2 0.978507
1015.25 0.978507
1015.3 0.978504
1015.35 0.978497
1015.4 0.978477
1015.45 0.978373
1015.5 0.977691
1015.55 0.975281
1015.6 0.973352
1015.65 0.975919
1015.7 0.978068
1015.75 0.978456
1015.8 0.978502
1015.85 0.9785
1015.9 0.978489
1015.95 0.978512
1016 0.978534
1016.05 0.97854
1016.1 0.978543
1016.15 0.978545
1016.2 0.978547
1016.25 0.978549
1016.3 0.978551
1016.35 0.978553
1016.4 0.978554
1016.45 0.978556
1016.5 0.978558
1016.55 0.978558
1016.6 0.978558
1016.65 0.978551
1016.7 0.978492
1016.75 0.978105
1016.8 0.977201
1016.85 0.976785
1016.9 0.977267
1016.95 0.977256
1017 0.977477
1017.05 0.978166
1017.1 0.978515
1017.15 0.978571
1017.2 0.978578
1017.25 0.978577
1017.3 0.978567
1017.35 0.978504
1017.4 0.978092
1017.45 0.976574
1017.5 0.975305
1017.55 0.976956
1017.6 0.978331
1017.65 0.978565
1017.7 0.978591
1017.75 0.978598
1017.8 0.978584
1017.85 0.97847
1017.9 0.978317
1017.95 0.978404
1018 0.978553
1018.05 0.978607
1018.1 0.978617
1018.15 0.97862
1018.2 0.978622
1018.25 0.978623
1018.3 0.978625
1018.35 0.978626
1018.4 0.978626
1018.45 0.978624
1018.5 0.978605
1018.55 0.978474
1018.6 0.977993
1018.65 0.977599
1018.7 0.978115
1018.75 0.97855
1018.8 0.978629
1018.85 0.97864
1018.9 0.978644
1018.95 0.978647
1019 0.978648
1019.05 0.978647
1019.1 0.978641
1019.15 0.978625
1019.2 0.978568
1019.25 0.978155
1019.3 0.97582
1019.35 0.971443
1019.4 0.969846
1019.45 0.972415
1019.5 0.976422
1019.55 0.978292
1019.6 0.9786
1019.65 0.978646
1019.7 0.978662
1019.75 0.978671
1019.8 0.978676
1019.85 0.978679
1019.9 0.978681
1019.95 0.978683
1020 0.978684
1020.05 0.978686
1020.1 0.978686
1020.15 0.978686
1020.2 0.978683
1020.25 0.978662
1020.3 0.978509
1020.35 0.977855
1020.4 0.977167
1020.45 0.977389
1020.5 0.977436
1020.55 0.977981
1020.6 0.978526
1020.65 0.978677
1020.7 0.978701
1020.75 0.978707
1020.8 0.978708
1020.85 0.978696
1020.9 0.978642
1020.95 0.978592
1021 0.978655
1021.05 0.978708
1021.1 0.978717
1021.15 0.9787
1021.2 0.978572
1021.25 0.978269
1021.3 0.978153
1021.35 0.97846
1021.4 0.978619
1021.45 0.978538
1021.5 0.978498
1021.55 0.978399
1021.6 0.977806
1021.65 0.976704
1021.7 0.975534
1021.75 0.975565
1021.8 0.977338
1021.85 0.978479
1021.9 0.978702
1021.95 0.978736
1022 0.978746
1022.05 0.978752
1022.1 0.978755
1022.15 0.978757
1022.2 0.978759
1022.25 0.978761
1022.3 0.978763
1022.35 0.978764
1022.4 0.978766
1022.45 0.978768
1022.5 0.978769
1022.55 0.97877
1022.6 0.97877
1022.65 0.978768
1022.7 0.978762
1022.75 0.978745
1022.8 0.978664
1022.85 0.978081
1022.9 0.975606
1022.95 0.97329
1023 0.975925
1023.05 0.978271
1023.1 0.978709
1023.15 0.978763
1023.2 0.978779
1023.25 0.978785
1023.3 0.978787
1023.35 0.978783
1023.4 0.978756
1023.45 0.978542
1023.5 0.97751
1023.55 0.976413
1023.6 0.977423
1023.65 0.978439
1023.7 0.978364
1023.75 0.977372
1023.8 0.975891
1023.85 0.973934
1023.9 0.972353
1023.95 0.973091
1024 0.972728
1024.05 0.975524
1024.1 0.978092
1024.15 0.978686
1024.2 0.978782
1024.25 0.978808
1024.3 0.978819
1024.35 0.978824
1024.4 0.978827
1024.45 0.978829
1024.5 0.978831
1024.55 0.978832
1024.6 0.978834
1024.65 0.978835
1024.7 0.978836
