# wavelength flux error
3.30911e+03 1.83079e-17 3.09192e-18
3.31111e+03 3.37886e-18 3.20656e-18
3.31311e+03 5.89451e-18 2.87844e-18
3.31511e+03 5.85124e-18 3.01013e-18
3.31711e+03 1.56222e-17 2.97913e-18
3.31912e+03 -2.52516e-18 3.20071e-18
3.32112e+03 1.73583e-17 2.95859e-18
3.32312e+03 2.15634e-17 2.79544e-18
3.32512e+03 3.04201e-17 2.79629e-18
3.32712e+03 1.09461e-17 2.87388e-18
3.32912e+03 3.84057e-17 2.92673e-18
3.33112e+03 1.32816e-17 2.77621e-18
3.33312e+03 2.02745e-17 2.63039e-18
3.33512e+03 2.04797e-17 2.52364e-18
3.33712e+03 1.23756e-17 2.67822e-18
3.33912e+03 2.45986e-17 2.52409e-18
3.34112e+03 2.40551e-17 2.25968e-18
3.34312e+03 2.63454e-17 2.14746e-18
3.34512e+03 3.20041e-17 2.27786e-18
3.34712e+03 4.14301e-18 2.13092e-18
3.34912e+03 2.22326e-17 1.90306e-18
3.35112e+03 2.47857e-17 2.04080e-18
3.35312e+03 1.31098e-17 1.86066e-18
3.35512e+03 3.34932e-17 1.90344e-18
3.35712e+03 3.51440e-17 1.75209e-18
3.35912e+03 2.52534e-17 1.91668e-18
3.36112e+03 2.34357e-17 1.82986e-18
3.36312e+03 2.99552e-17 1.79139e-18
3.36512e+03 2.21715e-17 1.83340e-18
3.36712e+03 2.69732e-17 1.77794e-18
3.36912e+03 2.48403e-17 2.21557e-18
3.37112e+03 2.63309e-17 2.12281e-18
3.37313e+03 2.04028e-17 1.89225e-18
3.37513e+03 3.11708e-17 1.87634e-18
3.37713e+03 2.38202e-17 1.86713e-18
3.37913e+03 2.24591e-17 1.76948e-18
3.38113e+03 1.18403e-17 1.72486e-18
3.38313e+03 2.67591e-17 1.70202e-18
3.38513e+03 2.29412e-17 1.60470e-18
3.38713e+03 3.24456e-17 1.60876e-18
3.38913e+03 1.14697e-17 1.58780e-18
3.39113e+03 2.05915e-17 1.66248e-18
3.39313e+03 2.04776e-17 1.54675e-18
3.39513e+03 2.36384e-17 1.57330e-18
3.39713e+03 2.76437e-17 1.51118e-18
3.39913e+03 2.58349e-17 1.48841e-18
3.40113e+03 2.53137e-17 1.52911e-18
3.40313e+03 2.71155e-17 1.37331e-18
3.40513e+03 2.44444e-17 1.44575e-18
3.40713e+03 8.00378e-18 1.50221e-18
3.40913e+03 2.54914e-17 1.48519e-18
3.41113e+03 2.91924e-17 1.41132e-18
3.41313e+03 3.63278e-17 1.36293e-18
3.41513e+03 3.15093e-17 1.37099e-18
3.41713e+03 2.57735e-17 1.56719e-18
3.41913e+03 2.02542e-17 1.42775e-18
3.42113e+03 2.21220e-17 1.61239e-18
3.42313e+03 2.96397e-17 1.41642e-18
3.42514e+03 2.17993e-17 1.54614e-18
3.42714e+03 3.08900e-17 1.50185e-18
3.42914e+03 2.75855e-17 1.57728e-18
3.43114e+03 2.34837e-17 1.61087e-18
3.43314e+03 3.86729e-17 1.46187e-18
3.43514e+03 2.17236e-17 1.69836e-18
3.43714e+03 3.13287e-17 1.69634e-18
3.43914e+03 2.72866e-17 1.50071e-18
3.44114e+03 3.00076e-17 1.65212e-18
3.44314e+03 2.67734e-17 1.56394e-18
3.44514e+03 1.35643e-17 1.65163e-18
3.44714e+03 2.56633e-17 1.56246e-18
3.44914e+03 2.87622e-17 1.73246e-18
3.45114e+03 3.64744e-17 1.77710e-18
3.45314e+03 2.72122e-17 1.81235e-18
3.45514e+03 3.55055e-17 1.75083e-18
3.45714e+03 2.59077e-17 1.68533e-18
3.45914e+03 2.79902e-17 1.75303e-18
3.46114e+03 2.25087e-17 1.68521e-18
3.46314e+03 3.47344e-17 1.69665e-18
3.46514e+03 2.35045e-17 1.75326e-18
3.46714e+03 2.55649e-17 1.63872e-18
3.46914e+03 2.43295e-17 1.81714e-18
3.47114e+03 2.48380e-17 1.73584e-18
3.47314e+03 2.98961e-17 1.77175e-18
3.47514e+03 1.61650e-17 1.55431e-18
3.47714e+03 3.40053e-17 1.60810e-18
3.47914e+03 2.72816e-17 1.69029e-18
3.48115e+03 1.42785e-17 1.82502e-18
3.48315e+03 3.07666e-17 1.74125e-18
3.48515e+03 3.17632e-17 1.66516e-18
3.48715e+03 2.42100e-17 1.65168e-18
3.48915e+03 3.32686e-17 1.57730e-18
3.49115e+03 2.61925e-17 1.57508e-18
3.49315e+03 2.38062e-17 1.47494e-18
3.49515e+03 3.02511e-17 1.50111e-18
3.49715e+03 2.98267e-17 1.25426e-18
3.49915e+03 2.67579e-17 1.28802e-18
3.50115e+03 2.63158e-17 1.25736e-18
3.50315e+03 2.53382e-17 1.23844e-18
3.50515e+03 2.58499e-17 1.29550e-18
3.50715e+03 2.69252e-17 1.24622e-18
3.50915e+03 2.30051e-17 1.22012e-18
3.51115e+03 2.65123e-17 1.30721e-18
3.51315e+03 3.14456e-17 1.09551e-18
3.51515e+03 3.11224e-17 1.16892e-18
3.51715e+03 3.71570e-17 1.19633e-18
3.51915e+03 3.13223e-17 1.15204e-18
3.52115e+03 3.41393e-17 1.07048e-18
3.52315e+03 2.80840e-17 1.14458e-18
3.52515e+03 2.89457e-17 1.03174e-18
3.52715e+03 2.79089e-17 9.98618e-19
3.52915e+03 2.97054e-17 9.89790e-19
3.53115e+03 2.85715e-17 1.05066e-18
3.53316e+03 3.00697e-17 9.30619e-19
3.53516e+03 3.13581e-17 9.04521e-19
3.53716e+03 2.93371e-17 9.14127e-19
3.53916e+03 1.59578e-17 9.57127e-19
3.54116e+03 3.31105e-17 1.03799e-18
3.54316e+03 2.56527e-17 1.10902e-18
3.54516e+03 2.46147e-17 1.11524e-18
3.54716e+03 2.77034e-17 1.10804e-18
3.54916e+03 3.12970e-17 1.05858e-18
3.55116e+03 2.34613e-17 1.06764e-18
3.55316e+03 2.66553e-17 1.06417e-18
3.55516e+03 2.57213e-17 1.11815e-18
3.55716e+03 2.85199e-17 1.01820e-18
3.55916e+03 3.01454e-17 1.11208e-18
3.56116e+03 2.56835e-17 9.97402e-19
3.56316e+03 3.26777e-17 9.22090e-19
3.56516e+03 2.64795e-17 9.36203e-19
3.56716e+03 3.16776e-17 8.69176e-19
3.56916e+03 2.51935e-17 8.35170e-19
3.57116e+03 2.24212e-17 8.06997e-19
3.57316e+03 3.15410e-17 9.68082e-19
3.57516e+03 2.51926e-17 8.68939e-19
3.57716e+03 3.02246e-17 8.82300e-19
3.57916e+03 2.19068e-17 8.74363e-19
3.58116e+03 2.89012e-17 8.00280e-19
3.58316e+03 2.90119e-17 9.24233e-19
3.58516e+03 2.62542e-17 8.35966e-19
3.58717e+03 2.50555e-17 7.92112e-19
3.58917e+03 2.48798e-17 8.86932e-19
3.59117e+03 3.14855e-17 8.51406e-19
3.59317e+03 2.85987e-17 8.80382e-19
3.59517e+03 2.75206e-17 9.22100e-19
3.59717e+03 2.38376e-17 8.88336e-19
3.59917e+03 3.29435e-17 8.39267e-19
3.60117e+03 3.15258e-17 8.80349e-19
3.60317e+03 3.45753e-17 9.32066e-19
3.60517e+03 2.31007e-17 9.20340e-19
3.60717e+03 2.59078e-17 9.04338e-19
3.60917e+03 2.78589e-17 9.42304e-19
3.61117e+03 3.39173e-17 9.44644e-19
3.61317e+03 3.26604e-17 9.41973e-19
3.61517e+03 2.90934e-17 9.57118e-19
3.61717e+03 3.03618e-17 9.76498e-19
3.61917e+03 3.21936e-17 1.04856e-18
3.62117e+03 2.60236e-17 9.74330e-19
3.62317e+03 3.34220e-17 1.05638e-18
3.62517e+03 2.98220e-17 9.42184e-19
3.62717e+03 1.77873e-17 9.12574e-19
3.62917e+03 3.01075e-17 9.38452e-19
3.63117e+03 2.37198e-17 1.00125e-18
3.63317e+03 2.35572e-17 1.05443e-18
3.63517e+03 2.40475e-17 9.20341e-19
3.63717e+03 2.55282e-17 9.29633e-19
3.63917e+03 2.22551e-17 9.46801e-19
3.64118e+03 2.37215e-17 9.25538e-19
3.64318e+03 2.17630e-17 8.51039e-19
3.64518e+03 2.20200e-17 8.42219e-19
3.64718e+03 2.54196e-17 8.67302e-19
3.64918e+03 2.56743e-17 8.13476e-19
3.65118e+03 2.28758e-17 7.38645e-19
3.65318e+03 2.70398e-17 8.09894e-19
3.65518e+03 2.40093e-17 7.96983e-19
3.65718e+03 2.37322e-17 7.60876e-19
3.65918e+03 2.17420e-17 7.43000e-19
3.66118e+03 2.08897e-17 6.80880e-19
3.66318e+03 2.80398e-17 7.52948e-19
3.66518e+03 2.11373e-17 6.64696e-19
3.66718e+03 2.56328e-17 6.23122e-19
3.66918e+03 1.72579e-17 6.22746e-19
3.67118e+03 2.70916e-17 6.70848e-19
3.67318e+03 2.70335e-17 6.52257e-19
3.67518e+03 2.64532e-17 5.67815e-19
3.67718e+03 2.10402e-17 5.29086e-19
3.67918e+03 2.30029e-17 5.60373e-19
3.68118e+03 2.09719e-17 5.80990e-19
3.68318e+03 2.43649e-17 5.13769e-19
3.68518e+03 1.96732e-17 5.49451e-19
3.68718e+03 2.13179e-17 5.31227e-19
3.68918e+03 2.07102e-17 5.36193e-19
3.69118e+03 2.38522e-17 5.30290e-19
3.69318e+03 2.29734e-17 4.94303e-19
3.69519e+03 2.14018e-17 4.65963e-19
3.69719e+03 1.90189e-17 5.01054e-19
3.69919e+03 2.32006e-17 5.36879e-19
3.70119e+03 2.05652e-17 5.22171e-19
3.70319e+03 1.85005e-17 5.25492e-19
3.70519e+03 1.61802e-17 5.49940e-19
3.70719e+03 2.32678e-17 4.75469e-19
3.70919e+03 2.34688e-17 4.75413e-19
3.71119e+03 2.09738e-17 4.73294e-19
3.71319e+03 2.42646e-17 4.60822e-19
3.71519e+03 2.24023e-17 4.74426e-19
3.71719e+03 2.13199e-17 4.64578e-19
3.71919e+03 2.35246e-17 4.35116e-19
3.72119e+03 2.25342e-17 4.20817e-19
3.72319e+03 2.36196e-17 4.54857e-19
3.72519e+03 2.31423e-17 4.09520e-19
3.72719e+03 2.14017e-17 4.56856e-19
3.72919e+03 2.53739e-17 4.75920e-19
3.73119e+03 2.06168e-17 4.33727e-19
3.73319e+03 2.13297e-17 4.90172e-19
3.73519e+03 2.01529e-17 4.78053e-19
3.73719e+03 2.14226e-17 4.47899e-19
3.73919e+03 2.35720e-17 5.24676e-19
3.74119e+03 2.00410e-17 4.82259e-19
3.74319e+03 1.93647e-17 5.19707e-19
3.74519e+03 2.20735e-17 4.48005e-19
3.74719e+03 1.89985e-17 4.75168e-19
3.74920e+03 2.16918e-17 4.31006e-19
3.75120e+03 2.26012e-17 4.82453e-19
3.75320e+03 2.07282e-17 4.22569e-19
3.75520e+03 2.19639e-17 4.83433e-19
3.75720e+03 2.07974e-17 5.94413e-19
3.75920e+03 2.17203e-17 4.27030e-19
3.76120e+03 2.41710e-17 4.39302e-19
3.76320e+03 2.09709e-17 4.25426e-19
3.76520e+03 2.46374e-17 4.26368e-19
3.76720e+03 2.11652e-17 4.33009e-19
3.76920e+03 2.36754e-17 4.07232e-19
3.77120e+03 2.14119e-17 4.29103e-19
3.77320e+03 2.41353e-17 5.12801e-19
3.77520e+03 1.94892e-17 4.79697e-19
3.77720e+03 2.32921e-17 4.37968e-19
3.77920e+03 2.10477e-17 4.48224e-19
3.78120e+03 1.75603e-17 4.67805e-19
3.78320e+03 1.61753e-17 4.63195e-19
3.78520e+03 1.80443e-17 4.65304e-19
3.78720e+03 2.06913e-17 4.67192e-19
3.78920e+03 1.73579e-17 4.54310e-19
3.79120e+03 1.90900e-17 5.60584e-19
3.79320e+03 2.36748e-17 4.98383e-19
3.79520e+03 2.51229e-17 4.67721e-19
3.79720e+03 2.29861e-17 4.62067e-19
3.79920e+03 2.59471e-17 5.34953e-19
3.80120e+03 1.91359e-17 5.20838e-19
3.80321e+03 2.32915e-17 4.93180e-19
3.80521e+03 2.26411e-17 5.00978e-19
3.80721e+03 1.94944e-17 4.82782e-19
3.80921e+03 2.06445e-17 5.05769e-19
3.81121e+03 2.24934e-17 5.06761e-19
3.81321e+03 2.49693e-17 5.02887e-19
3.81521e+03 2.34951e-17 5.59406e-19
3.81721e+03 2.08723e-17 5.25745e-19
3.81921e+03 2.23914e-17 5.52077e-19
3.82121e+03 2.32424e-17 5.16203e-19
3.82321e+03 1.98964e-17 5.53677e-19
3.82521e+03 2.58011e-17 4.83537e-19
3.82721e+03 2.11630e-17 5.31959e-19
3.82921e+03 1.78695e-17 5.43525e-19
3.83121e+03 2.29073e-17 5.71472e-19
3.83321e+03 2.30490e-17 5.06007e-19
3.83521e+03 2.23575e-17 5.74407e-19
3.83721e+03 1.93435e-17 5.08910e-19
3.83921e+03 2.17505e-17 5.15601e-19
3.84121e+03 2.17649e-17 5.10824e-19
3.84321e+03 2.20818e-17 4.53916e-19
3.84521e+03 2.20951e-17 4.85016e-19
3.84721e+03 1.91167e-17 4.65133e-19
3.84921e+03 1.99546e-17 4.81545e-19
3.85121e+03 2.17090e-17 4.51667e-19
3.85321e+03 2.26804e-17 4.15140e-19
3.85521e+03 2.08969e-17 4.02683e-19
3.85722e+03 1.84592e-17 4.42294e-19
3.85922e+03 2.09464e-17 4.24943e-19
3.86122e+03 2.22105e-17 4.24774e-19
3.86322e+03 2.02608e-17 4.75569e-19
3.86522e+03 2.06854e-17 4.18608e-19
3.86722e+03 2.01048e-17 3.95538e-19
3.86922e+03 2.32923e-17 4.03197e-19
3.87122e+03 1.65290e-17 3.71373e-19
3.87322e+03 1.97803e-17 3.93191e-19
3.87522e+03 2.31712e-17 3.75366e-19
3.87722e+03 2.26895e-17 3.38770e-19
3.87922e+03 1.99782e-17 3.51121e-19
3.88122e+03 2.13293e-17 3.36920e-19
3.88322e+03 2.24588e-17 3.36308e-19
3.88522e+03 1.99674e-17 3.07399e-19
3.88722e+03 2.08746e-17 3.28613e-19
3.88922e+03 2.19783e-17 3.05176e-19
3.89122e+03 2.13106e-17 3.13906e-19
3.89322e+03 2.23628e-17 3.33610e-19
3.89522e+03 2.20154e-17 2.95973e-19
3.89722e+03 1.85554e-17 3.10723e-19
3.89922e+03 2.25223e-17 3.13517e-19
3.90122e+03 2.05175e-17 3.22087e-19
3.90322e+03 1.90590e-17 2.83802e-19
3.90522e+03 2.19105e-17 3.32840e-19
3.90722e+03 2.03552e-17 3.40715e-19
3.90922e+03 2.22764e-17 3.43878e-19
3.91123e+03 2.07327e-17 3.67702e-19
3.91323e+03 1.98638e-17 3.43472e-19
3.91523e+03 1.97304e-17 3.25433e-19
3.91723e+03 2.40014e-17 3.06113e-19
3.91923e+03 1.77604e-17 3.35304e-19
3.92123e+03 2.00737e-17 3.01617e-19
3.92323e+03 2.14497e-17 3.23456e-19
3.92523e+03 2.07853e-17 2.87920e-19
3.92723e+03 2.19800e-17 2.60253e-19
3.92923e+03 1.94154e-17 2.65866e-19
3.93123e+03 2.07631e-17 2.85606e-19
3.93323e+03 2.14844e-17 2.58784e-19
3.93523e+03 1.73870e-17 2.73922e-19
3.93723e+03 2.13067e-17 2.65646e-19
3.93923e+03 1.94454e-17 2.87732e-19
3.94123e+03 2.18119e-17 3.03466e-19
3.94323e+03 1.86465e-17 3.41556e-19
3.94523e+03 1.94083e-17 3.05081e-19
3.94723e+03 2.05875e-17 3.12494e-19
3.94923e+03 2.25831e-17 3.35120e-19
3.95123e+03 1.88096e-17 3.21375e-19
3.95323e+03 2.06837e-17 3.09058e-19
3.95523e+03 2.26666e-17 2.79219e-19
3.95723e+03 2.07703e-17 3.08901e-19
3.95923e+03 2.08524e-17 2.97976e-19
3.96123e+03 2.00035e-17 2.86349e-19
3.96323e+03 2.09533e-17 2.97510e-19
3.96524e+03 2.17234e-17 3.00679e-19
3.96724e+03 1.79972e-17 2.97517e-19
3.96924e+03 2.02633e-17 2.81790e-19
3.97124e+03 1.87189e-17 2.88984e-19
3.97324e+03 1.98728e-17 2.71075e-19
3.97524e+03 2.06756e-17 3.35483e-19
3.97724e+03 2.05432e-17 3.34911e-19
3.97924e+03 1.82814e-17 3.23087e-19
3.98124e+03 1.93544e-17 3.21361e-19
3.98324e+03 1.97530e-17 3.14675e-19
3.98524e+03 2.20101e-17 3.38689e-19
3.98724e+03 1.86792e-17 3.06486e-19
3.98924e+03 2.06348e-17 3.56634e-19
3.99124e+03 2.33225e-17 3.35933e-19
3.99324e+03 2.09097e-17 3.30399e-19
3.99524e+03 1.20160e-17 3.09649e-19
3.99724e+03 1.17997e-17 3.27924e-19
3.99924e+03 2.03982e-17 3.49382e-19
4.00124e+03 2.06342e-17 3.29478e-19
4.00324e+03 8.63308e-18 3.22363e-19
4.00524e+03 1.89891e-17 3.24596e-19
4.00724e+03 2.03187e-17 3.59533e-19
4.00924e+03 1.63959e-17 3.49681e-19
4.01124e+03 1.78527e-17 3.71713e-19
4.01324e+03 1.94103e-17 3.51763e-19
4.01524e+03 2.07112e-17 3.39532e-19
4.01724e+03 2.07714e-17 3.49219e-19
4.01925e+03 1.99002e-17 3.51355e-19
4.02125e+03 1.81898e-17 3.41571e-19
4.02325e+03 2.08930e-17 3.45949e-19
4.02525e+03 1.92873e-17 3.36259e-19
4.02725e+03 1.94802e-17 3.56708e-19
4.02925e+03 1.84396e-17 3.41899e-19
4.03125e+03 1.84266e-17 3.64393e-19
4.03325e+03 1.98613e-17 3.50280e-19
4.03525e+03 2.01804e-17 3.43287e-19
4.03725e+03 1.93193e-17 3.48728e-19
4.03925e+03 1.66219e-17 3.44553e-19
4.04125e+03 1.79677e-17 3.58526e-19
4.04325e+03 2.04866e-17 3.44576e-19
4.04525e+03 1.94698e-17 3.46281e-19
4.04725e+03 1.79220e-17 3.34505e-19
4.04925e+03 1.67272e-17 3.72030e-19
4.05125e+03 1.78325e-17 3.25923e-19
4.05325e+03 1.88242e-17 3.08832e-19
4.05525e+03 1.64302e-17 3.49199e-19
4.05725e+03 1.66375e-17 3.34205e-19
4.05925e+03 1.85340e-17 3.18408e-19
4.06125e+03 1.89727e-17 2.76907e-19
4.06325e+03 1.79956e-17 3.53660e-19
4.06525e+03 2.11839e-17 3.83240e-19
4.06725e+03 1.72540e-17 3.37774e-19
4.06925e+03 1.77656e-17 3.38077e-19
4.07125e+03 1.79569e-17 3.28548e-19
4.07326e+03 1.70071e-17 3.28838e-19
4.07526e+03 1.82587e-17 3.05092e-19
4.07726e+03 2.09225e-17 3.13671e-19
4.07926e+03 1.92687e-17 2.83132e-19
4.08126e+03 2.03448e-17 3.02007e-19
4.08326e+03 1.64678e-17 3.08830e-19
4.08526e+03 1.85775e-17 2.91146e-19
4.08726e+03 2.02862e-17 3.07364e-19
4.08926e+03 1.86711e-17 3.11043e-19
4.09126e+03 2.02432e-17 3.04641e-19
4.09326e+03 1.95373e-17 2.82876e-19
4.09526e+03 1.87898e-17 2.65228e-19
4.09726e+03 1.80059e-17 2.61768e-19
4.09926e+03 1.89250e-17 2.54717e-19
4.10126e+03 1.66776e-17 2.60355e-19
4.10326e+03 1.81622e-17 2.60590e-19
4.10526e+03 1.85117e-17 2.42523e-19
4.10726e+03 1.81935e-17 2.55997e-19
4.10926e+03 1.73540e-17 2.86961e-19
4.11126e+03 1.83032e-17 2.48993e-19
4.11326e+03 1.99114e-17 2.39916e-19
4.11526e+03 1.82761e-17 2.42114e-19
4.11726e+03 2.02045e-17 2.57440e-19
4.11926e+03 1.78168e-17 2.19277e-19
4.12126e+03 1.85442e-17 2.62527e-19
4.12326e+03 1.53108e-17 2.71936e-19
4.12526e+03 1.80634e-17 2.57396e-19
4.12727e+03 1.74886e-17 2.44363e-19
4.12927e+03 1.63488e-17 2.32003e-19
4.13127e+03 1.98001e-17 2.43722e-19
4.13327e+03 1.92619e-17 2.35522e-19
4.13527e+03 1.78735e-17 2.29485e-19
4.13727e+03 1.97744e-17 2.66102e-19
4.13927e+03 1.82377e-17 2.51179e-19
4.14127e+03 1.93240e-17 2.35013e-19
4.14327e+03 1.87493e-17 2.26342e-19
4.14527e+03 1.81301e-17 2.40202e-19
4.14727e+03 1.91137e-17 2.40965e-19
4.14927e+03 1.29092e-17 2.31996e-19
4.15127e+03 1.55188e-17 2.33450e-19
4.15327e+03 1.93183e-17 2.29948e-19
4.15527e+03 1.89916e-17 2.56652e-19
4.15727e+03 1.81525e-17 2.35988e-19
4.15927e+03 2.05372e-17 2.54338e-19
4.16127e+03 1.70437e-17 2.58731e-19
4.16327e+03 1.85789e-17 2.39498e-19
4.16527e+03 1.78185e-17 2.65190e-19
4.16727e+03 1.91266e-17 2.71560e-19
4.16927e+03 1.89091e-17 2.58666e-19
4.17127e+03 1.72133e-17 2.47324e-19
4.17327e+03 1.72687e-17 2.57868e-19
4.17527e+03 1.79651e-17 2.37362e-19
4.17727e+03 1.74952e-17 2.37904e-19
4.17927e+03 1.75084e-17 2.46508e-19
4.18128e+03 1.83979e-17 2.49149e-19
4.18328e+03 1.79496e-17 2.46554e-19
4.18528e+03 1.76413e-17 2.46117e-19
4.18728e+03 1.84523e-17 2.44118e-19
4.18928e+03 1.73036e-17 2.28012e-19
4.19128e+03 1.72581e-17 2.62938e-19
4.19328e+03 1.54163e-17 2.48925e-19
4.19528e+03 1.69051e-17 2.48354e-19
4.19728e+03 1.67354e-17 2.46949e-19
4.19928e+03 1.89242e-17 2.42082e-19
4.20128e+03 1.74607e-17 2.56504e-19
4.20328e+03 1.82982e-17 2.38604e-19
4.20528e+03 1.74478e-17 2.38451e-19
4.20728e+03 1.75853e-17 2.56769e-19
4.20928e+03 1.68536e-17 2.66406e-19
4.21128e+03 1.90506e-17 2.41652e-19
4.21328e+03 1.87934e-17 2.39695e-19
4.21528e+03 1.63471e-17 2.51574e-19
4.21728e+03 1.70624e-17 2.78659e-19
4.21928e+03 1.66549e-17 2.67722e-19
4.22128e+03 1.60915e-17 2.48773e-19
4.22328e+03 1.60070e-17 2.70906e-19
4.22528e+03 1.89643e-17 2.82377e-19
4.22728e+03 1.44941e-17 2.67673e-19
4.22928e+03 1.69878e-17 2.43484e-19
4.23128e+03 1.60487e-17 2.65467e-19
4.23328e+03 1.68815e-17 2.61271e-19
4.23529e+03 1.79127e-17 2.61523e-19
4.23729e+03 1.75348e-17 2.60011e-19
4.23929e+03 1.74959e-17 2.75988e-19
4.24129e+03 1.76120e-17 2.60493e-19
4.24329e+03 1.89744e-17 2.83377e-19
4.24529e+03 1.73571e-17 2.58788e-19
4.24729e+03 1.70918e-17 2.84202e-19
4.24929e+03 1.64460e-17 2.57401e-19
4.25129e+03 1.42140e-17 2.98182e-19
4.25329e+03 1.54220e-17 2.77374e-19
4.25529e+03 1.77011e-17 2.83990e-19
4.25729e+03 1.56463e-17 2.78814e-19
4.25929e+03 1.72016e-17 2.70717e-19
4.26129e+03 1.58352e-17 2.63796e-19
4.26329e+03 1.77577e-17 2.53985e-19
4.26529e+03 1.76654e-17 2.60052e-19
4.26729e+03 1.53810e-17 3.07645e-19
4.26929e+03 1.89241e-17 2.69262e-19
4.27129e+03 1.68291e-17 2.71714e-19
4.27329e+03 1.63539e-17 2.69666e-19
4.27529e+03 1.47800e-17 2.79803e-19
4.27729e+03 1.51460e-17 2.60323e-19
4.27929e+03 1.75293e-17 2.71059e-19
4.28129e+03 1.72758e-17 2.60982e-19
4.28329e+03 1.73340e-17 2.82078e-19
4.28529e+03 1.78605e-17 2.59489e-19
4.28729e+03 1.74774e-17 2.52984e-19
4.28930e+03 1.72446e-17 2.73305e-19
4.29130e+03 1.65378e-17 2.76030e-19
4.29330e+03 1.70205e-17 2.76052e-19
4.29530e+03 1.88415e-17 2.79428e-19
4.29730e+03 1.80933e-17 2.60323e-19
4.29930e+03 1.78727e-17 2.48933e-19
4.30130e+03 1.78528e-17 2.62798e-19
4.30330e+03 1.53135e-17 2.37642e-19
4.30530e+03 1.58586e-17 2.47424e-19
4.30730e+03 1.63306e-17 2.54302e-19
4.30930e+03 1.64713e-17 2.40195e-19
4.31130e+03 1.60648e-17 2.36723e-19
4.31330e+03 1.67967e-17 2.40208e-19
4.31530e+03 1.67934e-17 2.54917e-19
4.31730e+03 1.74051e-17 2.44510e-19
4.31930e+03 1.40393e-17 2.31649e-19
4.32130e+03 1.79031e-17 2.12324e-19
4.32330e+03 1.62616e-17 2.27167e-19
4.32530e+03 1.62736e-17 2.02832e-19
4.32730e+03 1.56797e-17 2.27477e-19
4.32930e+03 1.61712e-17 2.17344e-19
4.33130e+03 1.50878e-17 2.12939e-19
4.33330e+03 1.55628e-17 2.22760e-19
4.33530e+03 1.45997e-17 2.28140e-19
4.33730e+03 1.38435e-17 2.10268e-19
4.33930e+03 1.51472e-17 1.97439e-19
4.34130e+03 1.67744e-17 1.99664e-19
4.34331e+03 1.61734e-17 1.95417e-19
4.34531e+03 1.75961e-17 1.97212e-19
4.34731e+03 1.58578e-17 1.86878e-19
4.34931e+03 1.66858e-17 2.15683e-19
4.35131e+03 1.65981e-17 1.90592e-19
4.35331e+03 1.60614e-17 2.02903e-19
4.35531e+03 1.54251e-17 1.95585e-19
4.35731e+03 1.47990e-17 1.99843e-19
4.35931e+03 1.52727e-17 2.00241e-19
4.36131e+03 1.69005e-17 2.14172e-19
4.36331e+03 1.60895e-17 2.18538e-19
4.36531e+03 1.78166e-17 1.88338e-19
4.36731e+03 1.61562e-17 1.90728e-19
4.36931e+03 1.76901e-17 1.97875e-19
4.37131e+03 1.33283e-17 1.92143e-19
